long/lat,C/E'd,Uploaded on map,Multiple offices?,The?,Organization Name (English),Organization Name (Chinese),Professional Supervisory Unit (English),Professional Supervisory Unit (Chinese),Organization Origin,Field of Work,Field of Work (Chinese),Registration Location,Date of Registration,Permitted Area(s) of Operation,Website (English),Website (Chinese),Address,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Soc'y Cap'y building,Disabilities,Disaster Relief,Econ. Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,Int'l Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Devt,Sport,Technology,Tourism,Trade,Urban Issues/Devt,Youth,ALL OF CHINA,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Unknown,Sum sectors,Sum provinces,actarea_ch,Date of Change,Type of change,US Location
"116.357682, 39.92069",x,x,,,UBS Optimus Foundation,瑞银慈善基金会,Chinese People’s Association for Friendship with Foreign Countries,中国人民对外友好协会,Switzerland,"Civil Society Capacity-Building, Disaster Relief, Education, Health, Poverty Alleviation, Youth",通过国际交流与合作，引进先进项目资助与管理模式，资助与管理促进贫困儿童与困境儿童发展的教育、健康、福利与保护、灾害管理等项目，推动公益慈善事业发展。,Beijing,2017-08-15,China,https://www.ubs.com/microsites/optimus-foundation/en/home.html,,北京市西城区金融街7号 英蓝国际金融中心F1211B-F1218A室,8,,,,,1,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,中国境内,,,
"121.482624, 31.172758",x,x,,,UFI,法国国际展览业协会,Shanghai Commission of Commerce,上海市商务委员会,France,Trade,从事有关在华贸易和投资方面的信息交流，市场调研，为促进两地间经贸往来进行业务联络。,Shanghai,2017-12-29,China,http://www.ufi.org/,,上海市浦东新区 耀华路488号2103室,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"108.985916, 34.170853",x,x,,,United States Humane Society Charitable Foundation,美国仁社慈善基金会,Shaanxi Federation of Returned Overseas Chinese,陕西省归国华侨联合会,United States,"Disaster Relief, Education, Poverty Alleviation, Youth",资助扶贫，教育建设，贫困儿童就学，救灾等公益工作。,Shaanxi,2019-06-18,China,N/A,N/A,陕西省西安市长安区 航天城 增源 航都绿洲2-4-503,30,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国境内,,,
"116.447873, 39.971215",x,x,,,United States Information Technology Office,美国信息产业机构,Beijing Commission of Economy and Informatization,北京市经济和信息化委员会,United States,Trade,促进中国信息产业政策法规及标准的发展和完善，推动产业互利共赢的贸易与投资,Beijing,2017-07-06,Beijing,http://www.usito.org/,http://www.usito.org/zh-hans,北京市朝阳区太阳宫中路12号太阳宫大厦1104室,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,北京市,,,
"121.450177, 31.224563",x,x,,,United Way Worldwide,全球联合之路,Shanghai Bureau of Civil Affairs,上海市民政局,United States,"Civil Society Capacity-Building, International Relations/Exchange",支持和资助中国公益慈善项目；推动慈善组织的能力建设与国际交流；促进企业社会责任、推动企业参与社会公益慈善项目。,Shanghai,2017-11-21,"Anhui, Beijing, Chongqing, Fujian, Guangdong, Hebei, Heilongjiang, Henan, Jiangsu, Jilin, Liaoning, Shaanxi, Shandong, Shanghai, Shanxi, Sichuan, Tianjin",https://www.unitedway.org,,上海市静安区 南京西路1515号静安嘉里中心办公楼一座2937室,11,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,1,1,1,,,,1,,1,1,,,1,1,1,1,1,1,,,,,,,2,17,"北京市,天津市,河北省,山西省,辽宁省,吉林省,黑龙江省,上海市,江苏省,安徽省,福建省,山东省,河南省,广东省,重庆市,四川省,陕西省",,,
"123.438954, 41.801567",x,x,,,US-Asia Medical Treatment Service Exchange Center,美国亚洲医疗服务交流中心,Liaoning Disabled Persons’s Federation,辽宁省残疾人联合会,United States,Disabilities,主要为残障人士及家庭提供社会福利，社会救助，行动设施（如轮椅），身体复健训练，并包括其他能够帮助，鼓励到这些家庭的活动。,Liaoning,2018-04-13,Liaoning,,,辽宁省沈阳市沈河区 小西路76号719室,16,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,辽宁省,,,
"121.543969, 31.274469",x,x,,,US-China Advanced Institute for International Business,美国美中国际商务高级研究院,Shanghai Commission of Commerce,上海市商务委员会,United States,"Economic Development, International Relations/Exchange, Technology",为促进中美商务环境良好发展，开展科技、经济、金融方面的咨询、培训、研究。,Shanghai,2017-05-31,China,,,上海市虹口区隆昌路588号复旦软件园1号楼20层2006室,5,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,
"116.461109, 39.865555",x,x,1,,USA China Entrepreneurs Association (Beijing),美国中国企业家协会,Beijing Commission of Commerce,北京市商务委员会,United States,Trade,负责美国中国企业家协会业务范围内相关企业投资、贸易、企业咨询等国际商务业务在中国境内的联络、推广与促进工作。,Beijing,2018-02-05,"Beijing, Hebei, Liaoning, Shanxi, Tianjin",http://www.uiea.biz/,http://www.uiea.com.cn/,北京市朝阳区东三环南路小八里庄40号18号楼四层401-408,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,1,,1,,,,,,,1,5,"北京市,天津市,河北省,山西省,辽宁省",,,
"111.680327, 40.847728",x,x,1,,USA China Entrepreneurs Association (Inner Mongolia),美国中国企业家协会,Inner Mongolia Department of Commerce,内蒙古商务厅,United States,Trade,负责美国中国企业家协会业务范围内相关企业投资、贸易、企业咨询等国际商务业务在中国境内的联络、推广与促进工作。,Inner Mongolia,2018-07-11,Inner Mongolia,http://www.uiea.biz/,http://www.uiea.com.cn/,内蒙古自治区呼和浩特市新城区哲里木路天育星苑商业楼11层,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,内蒙古自治区,,,
"125.327935, 43.890901",x,x,1,,USA China Entrepreneurs Association (Jilin),美国中国企业家协会,Jilin Department of Commerce,吉林省商务厅,United States,"Economic Development, Trade",主要从事中美间经贸交流、投资合作以及企业咨询等国际商务业务在中国境内的联络、推广与促进工作,Jilin,2018-09-04,Jilin,http://www.uiea.biz/,http://www.uiea.com.cn/,吉林省长春市南关区重庆路618号亚泰鼎盛国际五单元,21,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,吉林省,,,
"120.408063, 36.073117",x,x,,,USA China Entrepreneurs Association (Qingdao),美国中国企业家协会,Shandong Department of Commerce,山东省商务厅,United States,Trade,主要从事中美经贸交流、投资合作及企业咨询等国际商务业务在中国境内的联络、推广与促进工作,Shandong,2019-04-23,Shandong,N/A,http://www.uiea.com.cn/about.asp,山东省青岛市市南区 三明北路5号B-1栋甲单元203户,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,山东省,,,
"120.408047, 36.073069",x,x,,,USA China Entrepreneurs Association (Shandong),美国中国企业家协会,Shandong Department of Commerce,山东省商务厅,United States,Trade,主要从事中美经贸交流、投资合作及企业咨询等国际商务业务在中国境内的联络、推广与促进工作,Shandong,2019-04-19,Shandong,http://www.uiea.biz/,http://www.uiea.com.cn/,山东省青岛市市南区 三明北路5号B-1栋甲单元203户,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,山东省,,,
"121.443614, 31.219701",x,x,,,USA Poultry and Egg Export Council,美国家禽蛋品出口协会,Shanghai Commission of Commerce,上海市商务委员会,United States,Trade,从事有关禽蛋出口的市场调研和贸易业务联络。,Shanghai,2017-04-01,"Anhui, Chongqing, Guizhou, Hubei, Hunan, Jiangsu, Jiangxi, Shanghai, Sichuan, Yunnan, Zhejiang",http://www.usapeec.org/,http://www.usapeec.org.cn/,上海市静安区延安西路129号华侨大厦1809-1810室,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,,,1,1,,1,1,,,,,,,1,,1,,,,,1,1,,1,11,上海市、江苏省、浙江省、安徽省、江西省、湖北省、湖南省、重庆市、四川省、贵州省、云南省,,,
"121.418953, 31.188694",x,x,,,USDA China (Shanghai),美国碧根果种植者协会,Shanghai Commission of Commerce,上海市商务委员会,United States,Trade,海外市场调研，市场战略策划，组织各类活动推广碧根果产品，便利碧根果的国际贸易，对碧根果的营养价值做科学研究。,Shanghai,2019-04-30,China,http://www.usdachina.com/,http://cn.usdachina.com/cooperatorslist/e2785ca2-1275-b2fd-158f-12a579737cbf.shtml,上海市徐汇区 吴中路39号3楼305K室,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"116.462555, 39.945765",x,x,,,VDMA,德国机械设备制造业联合会,Beijing Commission of Economy and Informatization,北京市经济和信息化委员会,Germany,"Technology, Trade",从事为本协会成员收集市场信息及数据并提供商务和技术交流方面的联络工作。,Beijing,2018-01-22,"Beijing, Chongqing, Hebei, Heilongjiang, Jilin, Liaoning, Shandong, Shanxi, Sichuan, Tianjin",http://www.vdma.org/en_GB,,北京市朝阳区 东三环北路8号院6号楼11层1101内1102室,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,,,,,,,1,1,,,,,,,1,1,,,,1,,1,1,1,,,,,,,2,10,"北京市,天津市,河北省,山西省,辽宁省,吉林省,黑龙江省,山东省,重庆市,四川省",,,
"121.473644, 31.214665",x,x,1,,Victorian Chamber of Commerce,维多利亚州工商会,Shanghai Commission of Commerce,上海市商务委员会,Australia,Trade,从事有关在华贸易和投资方面的信息交流、市场调研、为促进两地经贸往来进行业务联络。,Shanghai,2017-05-31,China,http://www.victorianchamber.com.au/home,,上海市黄浦区淡水路299号SOHO复兴广场A栋2031室,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.438969, 31.237421",x,x,,,Viva China Children's Cancer Foundation,活泼中国儿童癌症基金会,Shanghai Health Commission (formerly Shanghai Health and Family Planning Commission),上海市卫生健康委员会,Hong Kong,"Health, Youth",资助儿童癌症领域的科学研究，资助儿童癌症领域专家医生培训与学术交流，资助儿童癌症患者救助以及开展儿童癌症领域科普宣传活动。,Shanghai,2019-04-08,Shanghai,https://www.vivachinaccf.com/en/index.html,https://www.vivachinaccf.com/index.html,上海市静安区 安远路555号2楼223室,28,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,上海市,,,
"121.412474, 31.213424",x,x,,,Water Quality Association,美国水质协会,Shanghai Commission of Commerce,上海市商务委员会,United States,Trade,从事有关水处理产品和设备的产品介绍、市场调研、技术交流。,Shanghai,2017-05-31,China,https://www.wqa.org/,,上海市长宁区中山西路555号绿洲大厦607室,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.455678, 31.228108",x,x,,,Western Australia Trade and Investment Promotion,澳大利亚西澳大利亚州贸易投资促进,Shanghai Commission of Commerce,上海市商务委员会,Australia,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸往来进行业务联络,Shanghai,2017-11-09,China,,,上海市静安区 南京西路1168号中信泰富广场2204室,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"116.436581, 39.912988",x,x,,,WildAid,野生救援,National Forestry and Grassland Administration (formerly State Forestry Administration),中华人民共和国国家林业局,United States,"Animal Protection, Environment",保护、保育环境和野生动物保护及促进环保和野生动物保护；配合研究、向一般公众发布和宣传相关信息；创建野生环境保护示范项目，以及展开各种有关保护及保育野生动物与环境之重要性的媒体活动；以及从事任何和所有与前述目的有关且有利于达成前述目的的合法活动。,Beijing,2017-09-22,"Beijing, Chongqing, Fujian, Guangdong, Guangxi, Heilongjiang, Hubei, Hunan, Jiangsu, Jilin, Shanghai, Sichuan, Tianjin, Yunnan",http://www.wildaid.org/,http://www.wildaidchina.org/,北京市朝阳区秀水街1号建外外交公寓4-2-42室,9,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,,1,,1,1,,1,,1,,,,,,1,,1,1,,,,1,,,2,14,"北京市,天津市,吉林省,黑龙江省,上海市,江苏省,福建省,湖北省,湖南省,广东省,广西壮族自治区,重庆市,四川省,云南省",,,
"116.420977, 39.999935",x,x,,,Wildlife Conservation Society (WCS),野生生物保护学会,National Forestry and Grassland Administration (formerly State Forestry Administration),国家林业局,United States,"Animal Protection, Environment",面向自然保护的科学调查和研究、保护措施的试点示范、保护技术的研发和咨询、保护相关的能力培训、以及面向公众的宣传教育工作。,Beijing,2017-09-04,"Anhui, Beijing, Fujian, Guangdong, Guangxi, Heilongjiang, Jiangsu, Jilin, Qinghai, Shanghai, Tibet, Yunnan, Zhejiang",https://china.wcs.org,,北京市朝阳区小营北路29号院融华世家2号楼2单元1101室,9,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,,,,1,,,,,1,,1,,,1,,,1,,,,1,,,1,1,,2,13,广东省、广西壮族自治区、云南省、福建省、江苏省、浙江省、吉林省、黑龙江省、西藏自治区、青海省、安徽省、北京市、上海市,,,
"116.438860, 39.923674",x,x,,,Winrock International,温洛克国际农业开发中心,Beijing Commission of Science and Technology,北京市科学技术委员会,United States,"Economic Development, Environment, Rural Issues/Development, Technology",科学技术研究，技术职业培训，生态环境规划，有关农村发展、改善生计的技术援助，农业技术援助的联络工作。,Beijing,2018-05-23,"Beijing, Gansu, Qinghai, Sichuan, Yunnan",https://www.winrock.org/,https://www.winrock.org/,北京市朝阳区 朝阳门外大街18号11层1116,17,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,4,5,"北京市,四川省,云南省,甘肃省,青海省",,,
"120.130718, 30.271427",x,x,,,Wirtschaftsförderung und Technologietransfer Schleswig-Holstein GmbH,德国石荷州经济技术促进中心,Zhejiang Department of Commerce,浙江省商务厅,Germany,"Arts and Culture, Labor, Technology, Trade",有关促进浙江省和石荷州之间经济、技术及文化交流事宜的联络、咨询服务,Zhejiang,2017-11-02,Zhejiang,,http://www.wtsh.cn/,浙江省杭州市西湖区 天目山路159号现代国际大厦北座1202-1,11,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,1,浙江省,,,
"116.446441, 39.942247",x,x,,,World Animal Protection,世界动物保护协会,Beijing Gardening and Greening Bureau,北京市园林绿化局,United Kingdom,"Agriculture, Animal Protection, Disaster Relief, Environment",与政府、协会、院校、企业和个人合作，开展野生动物保护、责任养宠、人道与可持续农业、教育培训等项目，帮助人们认识动物保护的重要性，发生自然灾害时为动物提供必要的救助,Beijing,2019-01-02,China,https://www.worldanimalprotection.org/,https://www.worldanimalprotection.org.cn/,北京市朝阳区 东外大街23号外交办公大楼501A,25,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国境内,,,
"120.370435, 36.142315",x,x,,,World Association of Chinese Doctors,世界华人医师协会,Shandong Health Commission (formerly Shandong Health and Family Planning Commission),山东省卫生计生委员会,Macau,Health,开展国际交流及医学研究，促进医药新技术/新成果转化，举办国际会议和培训，创办杂志报刊，开展调查研究并提供相关的咨询服务。,Shandong,2017-05-18,China,,http://www.wacd921.org/,山东省青岛市市北区开封路88号,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,"云南省,陕西省,广东省,安徽省,宁夏回族自治区,湖北省,山东省,江西省,青海省,新疆维吾尔自治区,新疆兵团,贵州省,吉林省,重庆市,天津市,辽宁省,山西省,河南省,内蒙古自治区,海南省,甘肃省,西藏自治区,广西壮族自治区,江苏省,黑龙江省,上海市,浙江省,湖南省,河北省,北京市,四川省,福建省",,,
"116.314268, 39.908812",,x,,,World Cement Association,世界水泥协会,Beijing Bureau of Economy and Information Technology,北京市经济和信息化局,United Kingdom,"Economic Development, Environment, Trade",代表世界水泥协会（WCA），推动中国与世界水泥行业互联互通，分享新技术、装备及解决方案，推动水泥行业承担社会责任、应对气候变化及环境污染带来的挑战，推动中国水泥企业走出去，开展办会、办展等活动。,Beijing,2019-12-02,China,,http://worldcementassociation.ccement.com/,北京市海淀区 复兴路17号国海广场2号楼17层,36,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,
"116.458875, 39.918944",x,x,,,World Economic Forum ,世界经济论坛,National Development and Reform Commission,国家发展和改革委员会,United States,"Economic Development, International Relations/Exchange",负责代表世界经济论坛与中国政府、企业和其他有关机构进行联络，协助世界经济论坛在华举办全球行业峰会，促进全球成长型公司企业网络的发展，并为世界经济论坛将来在华设立中心做准备工作。,Beijing,2017-01-23,China,https://www.weforum.org/,https://cn.weforum.org/,北京市朝阳区东三环中路1号环球金融中心西楼5层501-503,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,中国,,,
"121.441161, 31.217284",x,x,,,World Expo Research and Development Alliance,世博研究发展联盟,Shanghai Commission of Commerce,上海市商务委员会,Italy,Trade,从事有关与世博相关产品、成果的介绍、信息交流、市场调研，为促进后世博经济进行业务联络。,Shanghai,2019-09-27,China,N/A,N/A,上海市静安区华山路600号3楼,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"116.464668, 39.946885",x,x,,,World Gold Council (Beijing),瑞士世界黄金协会,Beijing Commission of Commerce,北京市商务委员会,Switzerland,Trade,从事促进对黄金及黄金产品的需求、发展黄金新产品和新用途以及黄金生产方面的技术交流和市场调研。,Beijing,2019-08-08,"Beijing, Gansu, Hebei, Heilongjiang, Inner Mongolia, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang",http://www.gold.org/,http://www.gold.org/cn/homepage,北京市朝阳区 东三环北路8号北京亮马河大厦4号楼9层909室,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,1,,,,1,,,1,1,1,1,1,1,,1,1,,,1,,,,,1,14,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,山东省,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区",,,
